Human	Mouse
P29474	P70313
Q01814	Q9R0K7
Q6XZF7	Q6TXD4
Q92547	Q6ZQF0
Q9Y2K9	Q5DQR4
Q9Y2K2	Q6P4S6
Q7Z6G8	Q8BIZ1
Q9ULL8	Q1W617
O95255	Q9R1S7
Q9BZH6	Q8K1X1
Q8TE60	Q4VC17
Q8WYK1	Q0V8T9
Q8WYK1	Q0V8T7
Q92833	Q62315
O60303	Q8C753
Q96KQ7	Q9Z148
Q9H4Z2	A2A5K6
Q15477	Q6NZR5
P13569	P26361
Q504Q3	Q8BGF7
O75038	A2AP18
Q5JTH9	Q6P5B0
Q9UKP5	D3Z1A5
Q5VWQ8	Q3UHC7
Q15147	Q91UZ1
Q3B7T1	Q6GQV7
O15439	E9Q236
O14513	E9QAE1
Q16760	E9PUQ8
Q08211	O70133
P41594	Q3UVX5
Q5SYB0	A2AKB4
P48553	Q3TLI0
Q99700	O70305
O15118	O35604
P04626	P70424
P46020	P18826
Q86TC9	Q5DTJ9
Q14112	O88322
Q5TCY1	Q6PCN3
Q9H2K2	Q3UES3
Q5JUK3	Q6ZPR4
Q86UW6	F8VQG7
Q9UL68	P97500
Q96L96	Q924C5
Q03468	F8VPZ5
Q9UGM3	Q60997
Q13395	E9Q368
O43379	Q3U3T8
Q66K14	Q5SVR0
Q99569	Q68FH0
O60307	Q3U214
P04920	P13808
P00533	Q01279
Q4ZHG4	E9Q043
Q96J65	Q80WJ6
Q92896	Q61543
Q9H582	E9QA22
O95155	Q9ES00
P54259	O35126
Q9P217	Q80TC6
Q9UPU3	Q8VI51
O14529	P70298
Q9Y2H6	Q8BX90
P11498	Q05920
Q14896	O70468
P35442	Q03350
Q7Z4L5	Q0HA38
Q6PD62	Q62018
Q9HBD1	P0C090
Q9UM54	Q64331
Q16827	E9Q612
Q6PIJ6	Q8BMI0
Q15155	Q6GQT9
P69849	Q6GQT9
Q5JPE7	Q6GQT9
Q13255	P97772
O95450	Q8C9W3
Q2M389	Q3UMB9
Q96MS0	Q9Z2I4
Q9NY47	Q6PHS9
Q14678	E9Q238
Q6ZN16	A2AQW0
Q2M1P5	B7ZNG0
P32004	P11627
O75054	Q6ZQA6
Q8N3K9	Q70KF4
Q9NW08	P59470
O14917	E9PXF0
Q06278	O54754
Q8IZU8	Q0VBN2
Q5T5C0	Q8K400
Q9Y4H2	P81122
Q9HD20	Q9EPE9
Q9NTJ3	Q8CG47
Q08378	P55937
Q9UMD9	Q07563
O60610	O08808
P21439	P21440
Q9NYA4	Q91XS1
O14727	O88879
Q15058	E9Q3T3
Q6IQ55	Q3UVR3
P46019	Q8BWJ3
Q9NS40	Q9ER47
Q16531	Q3U1J4
Q8TE59	P59509
Q8WXR4	Q1EG27
Q9UHW9	Q924N4
Q92610	Q8BHZ4
P16112	Q61282
Q9ULL5	E9PYL2
Q99490	Q3UHD9
Q93009	Q6A4J8
O94979	Q3UPL0
Q9ULD4	B2KF05
Q9UPW5	Q641K1
Q9H2X9	Q91V14
Q9H0H0	Q80UK8
Q9UL54	Q6ZQ29
O75339	Q66K08
P42684	Q4JIM5
Q9ULM0	Q80TI1
Q01970	P51432
Q9Y6Q9	O09000
Q92900	Q9EPU0
O75161	P59240
Q8WW38	Q8CCH7
Q9P1Y5	Q80VC9
P51816	O55112
P17948	P35969
Q49AJ0	Q9DAI6
O14827	P70392
Q5JRA6	Q8BI84
Q6TFL3	E9Q1U1
Q9P2L0	Q8BND3
Q9P260	Q148V7
Q6UVM3	D3YXJ8
Q9Y3Q4	O70507
Q9Y2Q0	P70704
O94983	Q80Y50
Q13136	B2RXW8
Q12809	O35219
P14543	P10493
Q8IVG5	Q69Z37
Q9Y2G3	Q6DFW5
Q7Z589	Q8BMB0
Q8IWU2	Q3TYD6
Q96SN8	Q8K389
P35568	P35569
O95382	Q9WTR2
Q6EMB2	Q8CHB8
Q7Z5K2	Q65Z40
Q8TDY8	Q9EQS9
Q9C0E2	Q9ESJ0
P23458	P52332
Q9P243	Q7TS63
Q9UKV3	Q9JIX8
Q9P2R3	Q810B6
Q460N5	Q2EMV9
Q6U841	Q5DTL9
Q12791	Q08460
Q9H324	P58459
Q12766	G3X9M3
Q12768	Q8C2E7
O95819	P97820
Q9Y2A7	P28660
Q9H7F0	Q5XF89
O15072	E9Q287
P30414	P30415
Q9NZB2	Q6A0A9
Q14692	Q6PGF5
Q8TAB3	Q80TF3
Q9BZF9	Q8CGB3
Q9P2J5	Q8BMJ2
Q9BWH6	Q80TE0
Q8N139	Q8K441
Q15678	Q62130
Q14957	Q01098
Q96AE7	E9PVB5
Q9NRP7	Q69ZM6
Q9UMZ2	Q5SV85
Q9ULJ6	Q6P1E1
Q96MR6	Q9D180
Q9UPR0	Q8K394
Q9UPN9	Q99PP7
P78312	Q8CGI1
O94916	Q9WV30
Q8IX12	Q8CH18
Q9UKX5	P61622
Q8WY21	Q9JLC4
P55011	P55012
O43306	Q01341
O75155	Q6ZQ73
Q3T906	Q69ZN6
O60674	Q62120
Q9UJF2	E9PW37
Q8TE57	Q69Z28
Q9H422	Q9ERH7
A4D2P6	Q0QWG9
A2PYH4	D3Z4R1
P08183	P21447
Q7Z7B0	Q9CS72
Q9NTI2	P98200
Q9P283	Q60519
P35590	Q06806
O95163	Q7TT37
Q96PN7	Q8BXJ2
O95835	Q8BYR2
Q96QU8	Q924Z6
Q9NQV6	Q3UTQ7
Q9BXA9	Q62255
Q9ULH1	Q9QWY8
Q7Z392	B2RXC1
O14976	Q99KY4
P54289	O08532
Q14687	Q3U3C9
Q9Y2G9	Q7TNB8
P42336	P42337
Q9HBG6	Q6NWV3
P42695	Q6ZQK0
Q7Z3T8	Q80U44
O00410	Q8BKC5
O43295	Q812A2
Q96L93	B1AVY7
Q6ZN30	Q8BMQ3
Q92922	P97496
Q2M1Z3	A6X8Z5
A6QL63	Q6GQW0
Q7Z6L1	Q80VP0
O95342	Q9QY30
Q13591	Q62217
O60841	Q05D44
Q9UHB7	Q9ESC8
O43847	Q8BHG1
Q12965	E9Q634
Q9Y6C5	O35595
Q9HAV4	Q924C1
O94966	Q3UJD6
O14776	Q8CGF7
P53396	Q91V92
O60266	Q8VHH7
Q96Q05	Q3U0M1
O43795	P46735
Q6MZM0	Q3V1H3
Q5IJ48	Q80YA8
O43861	P98195
Q8IXJ9	P59598
Q8TF40	Q68FD7
Q86SQ0	Q8K1N2
Q02763	Q02858
Q5TC82	Q4VGL6
Q86VH2	Q7M6Z4
Q6ZV29	A2AJ88
Q9ULU4	A2A484
Q8N1G0	Q9D2D7
O00267	O55201
Q8IZS8	Q9Z1L5
Q12986	B1AY10
Q14146	E9Q7L1
Q8NB49	Q9QZW0
Q9BZA7	E9Q622
Q9BZA8	E9Q622
P51826	P51827
Q9H9Y6	P70700
Q9BQS8	Q8VDC1
A6NC98	Q4QRL3
O60518	Q8BIV3
Q8IWY9	Q8CC12
Q9H7N4	Q5U4C3
P29374	F8VPQ2
O15013	Q8C033
O00533	P70232
Q9P1Y6	A6H619
Q86TB3	Q91ZB0
Q9UIA9	Q9EPK7
O94856	Q810U3
O15016	Q924W6
O75747	O70167
Q96NH3	Q3URV1
P54132	O88700
P54098	P54099
Q14324	Q5XKE0
Q13615	Q8K296
Q7Z2W7	Q8R4D5
Q8NB46	Q8BTI7
P01023	Q6GQT1
P55160	Q8K1X4
O95347	Q8CG48
Q9Y3R0	Q925T6
Q9P2J2	Q05BQ1
Q8TCU5	A2AIR5
Q14157	Q80X50
Q14865	Q8BM75
Q9BXW9	Q80V62
Q8WXE0	Q8VHK1
Q9BXL7	Q8CIS0
Q86WI3	C3VPR6
P98196	P98197
Q2Y0W8	Q8JZR6
Q9UBS9	Q8C341
Q68CZ1	Q8CG73
Q8NDI1	Q69ZW3
O15294	Q8CGY8
O94885	P59808
Q16825	Q62136
Q9Y6R1	O88343
P48736	Q9JHG7
Q9P203	Q8CFE5
Q9HCL0	Q8VHR0
Q86XP1	D3YXJ0
P49641	Q8BRK9
Q96KR1	O88532
Q9UP95	Q9JIS8
Q8N9V7	E5FYH1
Q6N021	Q4JK59
Q9ULL1	F6S200
P46379	Q9Z1R2
P10745	P49194
A7MBM2	Q8CIP5
O95759	Q9Z1A9
O14980	Q6P5F9
Q68DA7	Q05860
P56199	Q3V3R4
Q6P1X5	Q8C176
Q76L83	Q8BZ32
Q92835	Q9ES52
Q5T848	Q8C419
Q9BQS7	Q9Z0Z4
Q9Y2G1	Q3UR85
Q9NZV1	Q9JLL0
Q5GLZ8	Q6PAV2
Q9ULD8	Q9WVJ0
Q9UQL6	Q9Z2V6
O43933	Q5BL07
Q8WXS8	E9PX39
Q2VWP7	Q2EY15
Q4KMG0	Q32MD9
Q9NVI1	Q8K368
P20594	Q6VVW5
O95373	Q9EPL8
P78524	Q924W7
Q14703	Q9WTZ2
O75578	E9Q6R1
O75044	Q91Z67
Q96C45	Q3V129
Q9UBZ9	Q920Q2
Q8N398	Q3UR50
Q96RY5	Q6PG95
Q4VNC1	Q5XF90
Q04912	Q62190
Q8NFY4	Q76KF0
Q8TF17	Q80VA5
Q86UP2	Q61595
Q8IX30	Q66PY1
O95239	P33174
Q2VIQ3	P33174
Q8TF62	A2ANX3
Q00872	D3YU50
Q15111	Q3USB7
Q08999	Q64700
Q13683	Q61738
O95487	Q80ZX0
Q8TE56	E9Q4D1
P42704	Q6PB66
Q08462	Q80TL1
Q9P2G1	Q6ZPS6
O60264	Q91ZW3
O15084	Q505D1
Q6YHK3	Q8R422
Q12772	Q3U1N2
Q9Y4D1	Q8BPM0
Q14993	Q0VF58
Q92540	Q5RJH6
O43896	O35071
Q8WXI2	Q80YA9
Q9UQ26	Q9EQZ7
Q9UF33	Q62413
O95696	E9PZ26
Q08828	O88444
P42338	Q8BTI9
Q14005	O54824
O60500	Q9QZS7
Q9Y5B9	Q920B9
Q13972	P27671
Q63HK5	Q8CGV9
Q9UHC9	Q6T3U4
P46013	E9PVX6
Q13621	P55014
Q5TCZ1	O89032
Q13753	Q61092
Q8IUD2	Q99MI1
Q14139	G3X9Y5
P57071	E9Q8T2
O00159	Q9WTI7
Q9NX05	Q8C3F2
Q15034	A6H6S0
Q4VNC0	Q3TYU2
Q6IQ23	Q3UIL6
A8MWY0	Q3UZV7
Q9Y3P9	A2AWA9
P41180	Q9QY96
Q8TB72	Q80U58
P80192	Q3U1V8
O15042	Q6NV83
Q8NFU7	Q3URK3
P53992	G3X972
Q13625	Q8CG79
Q96J92	Q80UE6
Q7Z6B7	Q91Z69
O75110	O70228
P23229	Q61739
O75151	Q9WTU0
Q05397	P34152
Q9Y2H2	Q8CDA1
O60245	E9Q2S0
Q0VF96	Q6AW69
Q86YT6	Q80SY4
A6BM72	Q80T91
Q9BXM0	O55103
Q69YQ0	Q2KN98
Q6F5E8	Q3V3V9
Q01538	Q8CFC2
O95428	Q9EPX2
P16615	O55143
Q9P2N5	Q5SFM8
P22314	Q02053
Q68E01	Q7TPD0
Q8TEW8	Q9CSB4
O75164	Q8BW72
Q86Y13	Q7TPV2
Q5TCS8	G3UYQ4
Q17R98	Q505G8
Q9NNW5	Q99ME2
Q13873	O35607
Q15386	Q80U95
Q96EV2	Q9CXK9
Q9H2T7	Q99NF8
Q86VF2	Q3KNY0
Q8NDV3	Q920F6
Q9BY07	E9Q3M5
Q5TEA3	Q7TT23
Q8NEV8	Q0VAV2
Q5TB80	Q6ZQ06
Q9UPQ7	Q69ZS0
Q76LX8	Q769J6
P39059	O35206
Q86UR5	Q99NE5
Q96P70	Q91YE6
Q8NDW8	Q8C0S4
Q9C0B9	Q69ZB8
Q0IIM8	A3KGB4
O43897	Q62381
Q9P2E7	E9PXQ7
Q2UY09	Q2UY11
Q52LW3	Q8CGF1
Q9Y3M8	Q923Q2
Q9NXG0	A2AM05
Q00722	A3KGF7
Q68CR1	Q80TS8
P42285	Q9CZU3
Q7Z2Z2	Q8C0D5
Q9Y4D2	Q6WQJ1
Q96L42	P59111
Q15032	E9Q9Q2
Q96KQ4	Q62415
P20648	Q64436
P23634	Q6Q477
P49750	Q9R0I7
P56524	Q6NZM9
P55198	B1AR10
Q9HCJ5	Q80TB7
Q8IYW2	E9Q2C0
O94812	Q80TT2
Q8IWB9	Q6ZPJ0
Q13393	Q9Z280
Q96PQ0	Q9EPR5
O94779	P68500
Q02218	Q60597
Q6ZV73	Q69ZL1
Q6ZRQ5	B1AUR6
P16234	P26618
P13637	Q6PIC6
O15063	Q8C5X1
Q6P1J6	Q3TTY0
Q96HA7	Q6NZL6
O95206	Q7TSK3
Q07912	O54967
O43314	Q6ZQB6
Q92574	Q9EP53
Q12968	P97305
Q13751	Q61087
Q93100	Q7TSH2
O00329	O35904
Q15375	Q61772
P50993	Q6PIE5
Q13308	Q8BKG3
Q6PKG0	Q6ZQ58
O75912	D3YWQ0
O14617	O54774
Q96PY5	A2APV2
O15164	Q64127
Q12860	P12960
Q8IWV2	Q69Z26
Q9Y4E8	Q8R5H1
P28370	Q6PGB8
Q96JK9	D4QGC2
Q9H0D2	Q0GGX2
P28340	P52431
Q86UV5	Q3V0C5
Q9H2E6	O35464
O15061	Q70IV5
P51841	Q5SDA5
Q14207	Q8BMA5
Q2NKQ1	Q8BPQ7
Q5VY43	Q8VIK5
Q9UKU6	Q8K093
Q96QB1	Q9R0Z9
Q8IVF7	Q6ZPF4
Q8TD43	Q7TN37
O00160	P70248
Q9NVE5	Q8BWR4
P20936	E9PYG6
Q7L014	Q569Z5
O43424	Q61625
Q6ZSZ6	Q5DTH5
Q13367	Q9JME5
Q7Z3V4	Q9ES34
Q9NQ11	Q9CTG6
Q9Y666	Q9WVL3
O75182	Q62141
Q13423	Q61941
P13497	P98063
P05023	Q8VDN2
Q9ULK0	Q61627
Q8IWY4	Q6NZL8
Q14147	Q9DBV3
Q03112	P14404
Q8NEN9	B9EJ80
Q6ZRV2	Q148V8
Q86SQ4	Q6F3F9
Q8IY18	Q8CG46
Q8N961	Q7TQI7
P49746	Q05895
Q9UHP3	P57080
Q14191	O09053
P0CJ78	Q3U3I9
O94832	Q5SYD0
Q8NB25	E9PW83
Q7L7X3	Q5F2E8
Q9H2G2	O54988
Q8WZA2	Q9EQZ6
Q5THR3	Q6P1E8
Q9UDY2	Q9Z0U1
O94875	Q3UTJ2
Q8IX03	Q5SXA9
Q96QT6	Q5SPL2
Q9Y4C4	Q3V1N1
Q6AWC2	Q6NXJ0
P14735	Q9JHR7
P54764	Q03137
Q5TIA1	Q9D4I2
Q9P2Q2	Q8BIE6
P29323	P54763
Q5T8P6	Q6NZN0
P54762	Q8CBF3
P28290	Q922B9
Q8NFM4	Q91WF3
P17301	Q62469
O75808	Q9JLG8
Q8WWM7	Q7TQH0
Q9BVV6	E9PV87
Q6AHZ1	B2RRF6
Q96JP2	I7HPW8
Q8NAP3	Q3LR78
Q8ND04	Q8VE18
Q9BZ76	E9PY62
Q96NU0	E9PY62
O15068	Q64096
Q9H6R4	Q8R5K4
O60231	G3X8X0
Q92625	P59672
Q9UPP2	Q3TES0
Q9Y2L6	Q920B0
Q12840	P33175
Q8TF46	Q8C0S1
Q9Y613	Q6P9Q4
O43593	Q61645
Q96SB8	Q924W5
P00519	P00520
Q9P2M7	P59242
P29322	O09127
Q9UPP1	Q80TJ7
Q14289	Q9QVP9
Q9P1A6	Q8BJ42
P06756	P43406
Q9UNS1	Q9R1X4
Q6ZWH5	Q3UGM2
P28749	Q64701
Q9C0H5	P59281
Q8WUM0	Q8R0G9
Q9NZQ8	Q9JJH7
P53708	A2ARA8
Q8IYT8	Q9QY01
O75132	Q80WQ9
Q15029	O08810
Q86TI0	Q60949
O94986	A2AUM9
O15055	O54943
Q9NPG3	Q4G0F8
Q9NZJ5	Q9Z2B5
Q13191	Q3TTA7
Q4L180	Q6P6L0
Q6P9B9	Q8CHT3
Q5M9N0	Q8CDI6
P08151	P47806
Q9Y2H0	B1AZP2
Q96PU5	Q8CFI0
Q8IUX7	Q640N1
Q6UXM1	Q6P1C6
Q01804	B2RRE7
Q6UXG2	A2AFS3
P12110	Q02788
P48552	Q8CBD1
Q9BTW9	Q8BYA0
Q9NTJ4	Q91W89
Q9NQ36	Q9JJS0
Q9Y4F1	F8VPU2
Q9NUA8	Q6PCS8
P08648	P11688
O95886	Q6PFD5
P54198	Q61666
Q8NCM2	Q920E3
Q6AI08	Q6P1G0
Q9Y6L7	Q9WVM6
O95980	Q9Z0J1
Q8NHU2	Q8CEL2
Q32M45	Q8C5H1
Q86T65	Q80U19
Q6PJI9	Q8C0M0
Q9H0A0	Q8K224
Q9NSV4	Q9Z207
Q9UGR2	F8VPP8
P18206	Q64727
Q8IZF2	G5E8Q8
Q96PY6	P51954
Q9BWV1	Q6AZB0
Q9UBS5	Q9WV18
Q8NE09	G3UYX5
Q16478	Q61626
Q8IY37	Q6NZL1
O95486	Q3U2P1
O94933	Q810B9
Q9P232	Q07409
Q8IZL8	Q9DBD5
P16066	P18293
P54753	P54754
P35228	P29477
P12109	Q04857
P37275	Q64318
P23378	Q91W43
A2RUS2	A2RT67
P78347	Q9ESZ8
Q02246	Q61330
P29597	Q9R117
Q86YS7	Q7TPS5
Q92618	Q7TSH3
O95259	Q60603
Q6ZMQ8	Q80YE4
Q9H7Z3	Q80XC6
O15197	O08644
Q7Z2Y5	Q9R0G8
P15918	P15919
P29320	P29319
Q8N8A2	B2RXR6
Q96EP0	Q924T7
Q99590	E9PZM7
Q9UHC1	Q68FG1
A0AVT1	Q8C7R4
Q9BYT9	A2AHL1
Q75QN2	Q80V86
P07949	P35546
O14983	Q8R429
Q7Z3S7	Q5RJF7
O60524	Q8CCP0
Q13075	Q9QWK5
Q13075	Q9R016
Q13075	Q9JIB6
Q13075	Q9JIB3
Q13075	Q9QUK4
P09619	P05622
Q9ULD0	E9Q7L0
Q7Z553	P60755
Q13797	B8JK39
O94898	Q52KR2
Q70J99	B2RUP2
Q6ZMP0	Q3UTY6
O75717	P59328
Q14679	Q80UG8
Q9BSJ8	Q3U7R1
P55060	Q9ERK4
Q9UL62	Q9QX29
O43147	Q80U12
Q96DN6	Q3TY92
Q93084	Q64518
Q8TE82	G3X9F6
Q15334	Q80Y17
Q27J81	Q0GNC1
Q5JZY3	Q8BYG9
Q5T481	Q3UQS8
Q8IUL8	D3Z7H8
O94829	Q8K0C1
Q9UKK3	E9PYK3
Q6UXC1	A2AJA7
Q6UXZ4	Q8K1S2
P35443	Q9Z1T2
Q9HAW4	Q80YR7
Q9P253	Q8R307
Q8NB14	Q8BW70
Q8NFZ0	Q8K2I9
Q9UPR3	Q6ZPY2
Q8NHU6	Q8K1H1
Q8TD19	Q8K1R7
O94991	Q810B7
Q6ZS17	Q68FE6
O75146	Q9JKY5
Q9P2E9	Q99PL5
Q9UI26	Q8K2V6
O95782	P17426
Q13523	Q61136
Q16099	Q8BMF5
O95466	Q9JL26
Q8N0W3	Q7TMC8
Q9UBN4	Q9QUQ5
B0I1T2	Q5SUA5
P54760	P54761
Q6VAB6	Q3UVC0
Q9BQT9	Q99JH7
Q9NSY1	Q91Z96
A5PKW4	Q5DTT2
Q2VWA4	A7M7C7
P26006	Q62470
O14490	Q9D415
P29122	F6XJP7
O14974	Q9DBR7
Q96RU2	Q5I043
Q96RG2	Q8CEE6
Q12774	E9Q7D5
Q01973	Q9Z139
Q9H0E3	Q8BIH0
Q9UQ52	Q9JMB8
Q1MSJ5	B2RX88
Q53EL9	Q7TSK2
O15397	Q7TMY7
Q9UJ98	O70576
Q9NWH9	Q8CH25
O14936	O70589
O75420	Q99MR1
P09874	P11103
A1L4H1	Q8BV57
Q8TEQ8	Q9JJI6
Q12882	Q8CHR6
Q99460	Q3TXS7
Q9H270	Q91W86
Q9ULJ3	E9Q444
O94985	Q9EPL2
Q5JRX3	Q8K411
O75385	O70405
Q16706	P27046
P00450	Q61147
P52333	Q62137
Q02846	P52785
O94906	Q91YR7
Q9BXT6	Q99MV5
Q9BZ71	Q3UHE1
Q9Y6X9	Q69ZX6
Q63HQ2	Q4VBE4
Q5T1M5	Q6P9Q6
Q9H2U1	Q8VHK9
Q16513	Q8BWW9
O95185	O08747
Q05586	P35438
P98174	P52734
Q5T7W0	Q80YY7
Q9HC77	Q569L8
O75899	Q80T41
Q9NRE2	Q68FE9
O00203	Q9Z1T1
Q9H4L7	Q04692
O15360	Q9JL70
Q9Y5W8	Q6PHS6
Q9NPG4	O55134
Q9BVI0	Q8BLG0
Q6P1M3	Q3TJ91
Q93073	Q6A098
Q8IWX8	Q8CGZ0
Q9Y5Q5	Q9Z319
Q5T7B8	Q6NWW5
Q6ZNA4	Q99ML9
Q9BZF3	Q8BXR9
Q9H7M6	Q8C7B8
Q9UDT6	Q9Z0H8
O60313	P58281
P38398	P48754
O94855	Q6NXL1
Q86XI2	Q6DFV1
Q14DG7	F7BAB2
Q9HCE1	P23249
Q15042	Q80UJ7
P53618	Q9JIF7
Q9UL01	Q8BLI4
Q9H3R0	Q8VCD7
Q15468	Q60988
O75448	Q99K74
Q96FS4	P46062
O60462	O35375
Q8TE58	P59384
Q5EBL2	Q8CJ78
Q9NQ90	Q8CFW1
Q13003	B1AS29
P55017	P59158
P63010	Q9DBG3
Q96JG6	Q8CI71
P49588	Q8BGQ7
Q5VVW2	Q3V0G7
Q6AI39	Q8CHH5
Q8N766	Q8C7X2
Q14831	Q68ED2
Q9H6U6	Q8CCN5
Q9UK96	Q7TQF2
P32418	P70414
Q66GS9	Q6P5D4
Q9UPZ3	P59438
Q96RT8	Q8BKN5
P29317	Q03145
P98095	P37889
Q9UQ05	A2A5F7
Q8N1G1	Q7TT28
O60716	P30999
P55197	O54826
Q9Y2K5	Q80TM6
O95104	Q6PFF0
O75460	Q9EQY0
Q9NQC7	Q80TQ2
Q9Y5L0	Q6P2B1
Q9Y467	Q9QX96
Q6WCQ1	P97434
Q9BYE9	E9Q7P9
P61129	Q8BYK8
Q2KHT3	Q80U30
Q6VY07	Q8K212
Q9P2F6	Q6IFT4
Q8IV33	Q3UPC7
Q9UBC5	O88329
O15083	Q6PH08
P33176	Q61768
Q5VTR2	Q5DTM8
Q96HW7	Q8CIM8
P48357	P48356
Q6ZNB6	E9Q8I7
Q13474	Q05AA6
Q63HM2	Q3UVY5
Q6UXD5	Q4V9Z5
Q9BWT7	P58660
O14654	Q9Z0Y7
O75400	Q9R1C7
P55265	Q99MU3
Q9Y5W7	Q8BHY8
Q641Q2	Q6PGL7
Q9Y4E1	Q6PGL7
Q5SNT6	Q6PGL7
Q14C87	Q76HP3
Q8NFP4	Q0PMG2
Q6DN90	Q8R0S2
Q9H7P9	Q6KAU7
Q6ZNL6	Q80UZ0
O60282	P28738
P26232	Q61301
O43156	Q91V83
P35251	P35601
Q8IZJ1	Q8K1S3
O43909	Q9WVL6
Q6IEE7	Q6IEE6
Q14697	Q8BHN3
Q9UEF7	O35082
Q9Y6K1	O88508
Q9UIQ6	Q8C129
O14786	P97333
O43592	Q9CRT8
P40818	Q80U87
Q5U651	Q3U0S6
P84550	Q8BX46
O00222	P47743
Q96A65	O35382
Q86TH1	Q7TSK7
Q96AX9	Q8R516
Q24JP5	Q922P8
Q9H4D0	Q9ER65
Q6IQ32	Q8CHC8
O75762	Q8BLA8
Q9BX26	Q9CUU3
Q5T0N1	D3Z4F0
Q5ST30	Q3U2A8
P48200	Q811J3
Q92619	Q3TBD2
Q86XP3	Q810A7
O60337	Q6ZQ89
Q14CX7	Q8BWZ3
Q6VMQ6	Q7TT18
P20849	Q05722
Q9NRU3	Q0GA42
Q92973	Q8BFY9
Q86YZ3	Q8VHD8
Q9P218	Q923P0
P98155	P98156
Q5JR59	Q3UHD3
Q9C0E4	G3XA20
Q8N612	Q3U2I3
Q6ZW49	Q6NZQ4
Q7Z3J2	Q8BWQ6
P08235	Q8VII8
Q96T37	Q0VBL3
O43707	P57780
O60502	Q9EQQ9
Q9P2F5	Q499E5
Q96T76	Q9D071
O60879	O70566
P55786	Q11011
Q7Z3B3	Q80TG1
Q9Y4F9	Q80U16
Q9Y4L1	Q9JKR6
Q13002	P39087
P78332	Q3ULB0
P48058	Q9Z2W8
B1ANS9	Q9D565
Q86YV5	Q571I4
Q5T6F2	Q91VX2
P51828	P51829
Q14833	Q68EF4
P29074	Q9WU22
Q9BQG0	Q7TPV4
Q9UPQ0	Q3UH68
Q8TEH3	Q8K382
Q9BXW6	Q91XL9
O94973	P17427
P98175	Q99KG3
Q9NZ71	Q0VGM9
P78364	Q64028
Q8IYU2	Q3U0D9
Q8NDX5	Q8CHP6
Q13472	O70157
Q13107	P35123
P82094	B9EKI3
A8MW92	Q8CCJ9
P25092	Q3UWA6
O15034	Q80U40
Q96JA1	P70193
P52848	Q3UHN9
Q9NVH2	Q7TQK1
O60284	Q80TY4
Q01974	Q9Z138
O43150	Q7SIG6
Q9HCE9	Q6PB70
Q9P1Q0	Q5SPW0
Q9P0V3	Q921I6
Q5VZP5	Q148W8
Q70EL4	Q8BUM9
Q6PL18	Q8CDM1
P19021	P97467
P12814	Q7TPR4
Q9UBN7	Q9Z2V5
P78344	Q62448
P13612	Q00651
O00291	Q8VD75
Q7Z443	Q2EG98
Q9P2H5	M0QWN7
Q99102	Q8JZM8
O75061	Q80TZ3
Q5XXA6	Q8BHY3
Q9NQW1	Q3TZ89
Q9H694	Q99MQ1
Q96PE3	Q9EPW0
P21709	Q60750
Q9BXB1	A2ARI4
O94967	Q8CGF6
O75150	Q3U319
P42261	P23818
Q6PJG2	E9Q2I4
Q9UPM8	Q80V94
P49916	P97386
O94972	Q6PCX9
O14787	Q99LG2
O94953	Q91VY5
P35609	Q9JI91
Q76KP1	Q766D5
P54707	Q9Z1W8
Q9NXC5	Q8VE19
Q8IWB6	Q7M6U3
Q9GZR1	Q6P7W0
Q9NYF8	Q8K019
Q9C0H9	Q9QWI6
Q5JTC6	Q7TS75
Q9GZU2	Q3URU2
Q9Y2L1	Q9CSH3
Q8IVH8	Q99JP0
Q9H9J4	B2RQC2
Q86VB7	Q2VLH6
Q5SVQ8	Q811F1
Q92585	Q6T264
Q9Y2W1	Q569Z6
Q9Y6C2	Q99K41
Q3MJ13	D3YYM4
P52849	P52850
Q9HC35	Q3UMY5
P57103	E9PX50
P86452	D2EAC2
Q10567	O35643
Q711Q0	D3Z1D3
Q7KZF4	Q78PY7
Q9BXP5	Q99MR6
P19022	P15116
B1AJZ9	A6PWD2
Q8IZA0	Q8K135
Q9NSE4	Q8BIJ6
Q8IWE5	Q80TQ5
Q86SJ6	Q7TMD7
Q86XK2	Q7TPD1
P36956	Q9WTN3
Q9NS56	Q80Z37
Q9NRA8	Q9EST3
Q5KSL6	E9Q7N4
Q02779	Q66L42
Q6V1X1	Q80YA7
P42263	Q9Z2W9
Q5THK1	E9Q7C4
O94887	Q91VS8
Q13200	Q8VDM4
Q08345	Q03146
Q96JM4	Q0P5X1
Q9Y4E5	Q8C0P7
Q9Y2K6	Q8C6M1
Q86T82	Q8C0R0
Q8TC59	Q8CDG1
P42262	P23819
Q9P1Z0	Q5F293
Q9NR82	Q9JK45
O76039	Q3UTQ8
Q5M775	Q5SXY1
Q9ULH7	P59759
O00339	O08746
O00192	P98203
Q6JQN1	Q8K370
P11215	P05555
P57678	Q6P6L6
Q86UT6	Q3TL44
Q8NEB9	Q6PF93
Q8TEX9	Q8VI75
Q92562	Q91WF7
Q99613	Q8R1B4
Q9UPR5	Q8K596
Q15714	P62500
P22102	Q64737
Q6ZN55	Q8BY46
Q9BZQ6	Q2HXL6
Q9Y5B6	P58501
Q8N3X1	Q6ZQ03
Q9UL18	Q8CJG1
Q08043	O88990
Q96NR3	Q14B62
Q8N960	Q7TSG1
Q9HBX8	Q3UVD5
Q86Z14	Q99N32
Q9Y5F6	Q91XW9
Q4VCS5	Q8VHG2
