Q7TQD2;O94811
Q05AA6;Q13474
O35085;Q96QS3
Q9EPK7;Q9UIA9
Q9D6X5;Q9NQ40
Q9CQF0;Q9Y3B7
Q9DCC4;Q53H96
P53762;P27540
Q9R1C6;P52429
P83870;Q7RTV0
Q8K190;Q9NPB0
Q8VCZ7;A1YPR0
P97770;Q9BV44
Q9JIX8;Q9UKV3
P46467;O75351
Q8R1G1;Q9H6P5
Q8BMD7;Q8TE76
Q3V3R1;Q6UB35
Q8BH97;Q96D15
Q9DCD6;O95166
Q9D4A5;Q6ZW13
Q9WVL6;O43909
Q925G2;Q53TN4
Q8VHV1;Q8WXS3
P58058;O95544
Q8K0L9;Q9HC78
Q64523;Q16777
Q61179;Q00978
O54905;O43825
Q8BY35;Q7Z6J4
Q9DCV6;Q14154
Q6PHS9;Q9NY47
Q9DC37;Q9H3U5
Q5XJE5;Q8WVC0
Q80U72;Q14160
Q3UJD6;O94966
O35074;Q16647
Q9R0E2;Q02809
O09100;P23769
Q8CEI1;Q53S33
Q69ZP3;Q8N490
Q02566;P13533
Q80ZE4;Q86WK9
Q7TSV9;Q9H0I2
Q80V72;Q9UHH9
P35802;P51674
Q9QYB2;Q9UI36
Q8VI78;Q53H76
Q8K2I4;O00462
P56677;Q9Y5Y6
Q920B0;Q9Y2L6
Q9Z2V4;P35558
O35235;O14788
Q9WUR2;O75521
Q9CXT7;Q8IY95
Q8VHI4;Q8N187
Q8BMK5;Q52MB2
Q922X9;Q9NVM4
Q8BKU8;Q96K49
Q9CX56;P48556
Q3TL26;Q9H5Q4
Q9QVN7;Q15560
Q9JM98;Q9P2S5
Q8K072;Q9H6H4
Q8VDI7;Q9BSL1
Q9D136;Q6PK18
Q8CF98;Q9Y6Z7
Q9D428;Q2TAP0
Q9CQ36;Q9NR33
P55194;Q9Y3L3
P54846;P54845
Q99M28;Q15287
Q64441;Q07973
Q9D1C8;Q9UK41
Q9DCU9;Q9BTU6
Q9CXI0;Q5HYK3
P09242;P05186
B8ZXI1;Q9H974
Q9WVG9;Q8N5Y2
P26369;P26368
Q6PAQ4;Q9GZR2
Q64277;Q10588
Q9CPV5;Q6P1K2
Q9DC28;P48730
O35367;O60938
Q8VHG0;P31512
Q3UDK1;O14545
Q8C398;Q7Z7B1
Q7TPN3;Q9NUD9
Q9WV31;Q7LC44
Q8K0V4;O75175
Q9Z109;Q96IQ7
Q8BL06;Q70EL1
Q8VC98;Q9H4M7
Q61483;O00548
Q60674;Q14995
P63005;P43034
O88569;P22626
C8YR32;Q8IVV2
Q499E0;Q76B58
B2RQE8;A6NI28
Q3U1F9;Q9NWQ8
Q920A1;Q9NS75
Q8C3J5;Q92608
P49766;P49765
Q9Z179;Q8NEM2
Q14B46;Q8IZC4
Q62388;Q13315
Q9CQK7;Q9H446
Q6UL01;Q502X0
P97864;P55210
Q9DBA8;Q96NU7
O55070;Q13609
Q8BFR6;Q8TCF1
Q6P5D8;A6NHR9
Q9QZ11;Q9UQ84
Q9CQL6;Q9NZE8
Q91X52;Q7Z4W1
Q9JIN6;Q86W47
Q8K2C9;Q9P035
P12672;Q13702
O35544;P48664
O35161;Q9NYQ6
Q80VP0;Q7Z6L1
Q9D1Q6;Q9BS26
Q9EP71;Q9P0K7
P97946;O43915
Q99LI7;Q12996
Q9D0T2;Q9UNI6
Q9QYA2;O96008
P97751;P32241
Q640R3;Q14CZ8
Q91X72;P02790
Q9Z2D8;O95983
Q99LY2;Q7L5L3
Q3UI43;Q9NWV8
Q2NL51;P49840
Q810Z1;Q6JVE6
Q8CJF9;Q9H9G7
Q8BG28;Q8NCR0
Q3U0S6;Q5U651
Q8K2B0;Q92791
Q8BHH8;Q8NCR9
Q8CE13;Q96LX7
P58158;O94766
Q923D4;Q9BWJ5
Q7TNR6;Q96ID5
Q9DCA5;Q8TDN6
Q9CZ16;Q8NBL3
P47955;P05386
O54879;O15347
Q9CPZ8;Q7Z7K0
Q8BHX3;Q53HL2
Q3UGM2;Q6ZWH5
Q8BYP3;Q9HBH0
Q8BR37;Q6VVB1
Q05922;Q05923
O35214;O14718
Q8BZH0;Q96H72
Q9D3J9;Q9HAI6
Q91WU4;Q5TGY1
Q2KN98;Q69YQ0
Q8BGE5;Q8IYD8
Q49B93;Q1EHB4
Q8R0K4;Q6PK04
O89033;Q99741
P12023;P05067
Q922M7;Q9BVC5
P27038;P27037
Q00780;P27658
Q9JLL3;Q9NS68
Q8BWU5;Q9NPF4
Q8K2V6;Q9UI26
P09022;P49639
P59729;Q8TB24
Q8BMK0;Q6P2H3
Q06180;P17706
Q5SUD9;Q6ZW61
Q6HA09;Q6HA08
Q9ES00;O95155
Q6URW6;Q7Z406
P04202;P01137
Q9QWT9;Q9BW19
Q9DCG9;Q9UI30
Q61468;Q13421
Q8BQ33;Q7Z2Z1
P70669;P78562
Q07113;P11717
Q7TQK5;Q567U6
P63089;P21246
Q3UGP9;Q96CX6
Q8BHB3;Q8IWV1
P32082;Q02643
P70379;Q92915
P61294;Q9NRW1
Q9ERS7;Q9HB29
P61809;Q15078
Q9Z0L8;Q92820
Q8BJD1;Q86UX2
A2A3V2;Q8WUT9
Q60634;Q14254
Q8C0Q2;Q9H4I2
Q8BG19;Q5T4D3
Q70IV5;O15061
Q7TNF9;Q9C073
Q811G0;Q3SYG4
Q61191;P51610
Q99MQ3;Q9BXM7
Q8CB67;Q86VZ4
Q9D8T7;Q9GZT3
Q5RJY2;Q7L622
Q8BFV2;Q5JVF3
Q7TNC8;P23416
Q2VPQ9;Q9HAF1
Q8BGR9;Q8WVY7
P48381;P48380
Q61967;Q8TF47
Q9DB40;Q6P2C8
Q9DBZ1;Q70UQ0
O09161;O14958
Q8BLE7;Q9P2U8
Q812A3;Q86SG2
Q8C9J3;Q9C093
Q9JI48;Q9NZF1
Q9ER39;O14656
Q8C4U3;Q8N474
P23818;P42261
Q99J64;Q6ZSC3
Q3TIU4;Q6L8Q7
Q6PIP5;Q96RS6
P30966;P47898
Q71FD7;Q8WUP2
Q3UIZ8;Q32MK0
Q62361;P20396
P35377;P41146
Q9D892;Q9BY32
Q9D0U1;Q8NBA8
Q7TQN3;Q8TEU8
Q6X1Y6;Q9UHC3
Q9CQM9;O76003
Q9CPY6;Q8IVV7
Q8BNL5;Q8NC69
Q8C0T9;Q96PN6
Q9WUM3;Q9BR76
Q7TSN7;Q9NSI5
Q4FZG8;Q86WS3
Q6ZPV2;Q9ULG1
Q9CXP9;Q9H790
Q9D2G2;P36957
Q9EPB7;Q9GZN0
Q9DA48;Q9HBV2
Q9R1P3;P49721
Q5DTW7;Q9HCM1
Q80Z10;O75129
Q8R1R3;Q9NQZ5
Q8CC12;Q6IQ55
Q61686;P45973
Q9D4H4;Q8IY63
P26262;P03952
P57725;Q9NSI8
Q3V0T4;Q13349
Q8K0L0;Q96Q27
Q9D1A2;Q96KP4
Q3UZA1;Q6JBY9
Q8JZR0;Q9ULC5
Q8CAT8;Q5FWF7
Q8R4T9;Q15849
Q8VEC3;Q5T601
Q8BIF0;Q8TCZ2
Q64448;Q9Y6H8
P42581;A6NHT5
Q8VDJ3;Q00341
Q6P1D7;Q8IY92
Q9JLT2;O43280
Q8VE08;Q7Z6M2
Q8VD65;Q99570
Q6PCM1;Q9Y4C1
Q8BGE9;Q9NSD7
Q9D7E4;Q9UFG5
Q8BGM7;Q9UGI9
Q8VEH0;Q7Z5S9
Q3UPW2;P78545
Q56A06;Q8N394
Q80ZV0;Q5TBB1
Q9WTI7;O00159
Q8CHK4;Q92993
Q9D9J7;Q8IYV9
P70444;P55957
Q60754;Q9UEW3
O35425;Q9UMX3
Q9QYS9;Q96PU8
Q3UHG7;A4D1U4
P97431;O14896
Q8BGG7;Q8TF42
P48299;P14138
Q3V036;Q2M243
Q8VHI5;Q6UXI7
Q9EST1;Q96QA5
Q8BFU1;Q9NUM3
Q9R0P4;O00193
Q9D035;Q4KMZ8
P15806;P15923
Q80ZX8;Q07617
Q80U57;Q9UJD0
Q0KK55;Q76NI1
Q80TY4;O60284
Q6NZJ6;Q04637
P53568;P53567
Q80UX8;Q7L211
Q9Z0V8;Q99595
Q9D2Y6;Q8TCJ0
Q03157;P51693
Q9CZA6;Q9NXR1
Q6ZQA0;Q6ZNJ1
Q8R079;Q9NZS9
Q9QXB9;P55039
Q91ZW3;O60264
P70695;O00757
Q8CHT3;Q6P9B9
P24860;P14635
O70372;O14746
Q9Z2A0;O15530
Q80V86;Q75QN2
Q9CRY7;Q8N9F7
Q7TSG2;Q9Y5B0
P52955;P52954
Q71RI9;Q6YP21
Q5XKN4;Q8N5M9
A2AVQ5;Q3ZCV2
Q9D552;Q96L03
P10639;P10599
Q99L27;Q9P2T1
P25918;P15391
Q6PGN3;Q8N568
Q9ERU3;P17026
Q80Z71;Q9UQP3
Q9CPR7;Q9BRV8
P63141;P16389
Q9Z186;Q9NQR9
Q99PI4;Q9BQK8
O35103;Q99983
Q99KN1;Q8N5I2
Q8R0K9;Q16254
Q8R2P1;Q9H0H3
Q9CQP3;Q9BSY4
Q61614;P25101
Q8CCG4;Q7L190
Q9CPW3;Q6P161
Q8CFN5;Q06413
Q6ZWR6;Q8NF91
O35149;O14863
Q9EQ32;Q6ZUJ8
Q3TYX8;Q6ZNE9
Q8BK72;Q92552
Q9WV92;Q9Y2J2
Q8BY71;O14929
Q8K0E8;P02675
Q9CQX4;Q15004
P10168;P13232
Q01065;Q01064
Q70FJ1;Q99996
P51436;P21917
Q9Z248;Q6ZN18
P60060;P60059
O54965;O43567
Q8K0H7;Q96JT2
Q8BIQ5;P33240
Q99J45;Q9UHY1
Q9DC48;O60508
Q8BSN9;Q14CZ7
Q9QY81;Q8TEM1
Q8R4K8;Q13219
Q8CCA0;Q92564
Q61830;P22897
Q811B3;P58397
Q8CHP6;Q8NDX5
Q8VE80;Q96J01
Q5RL51;Q8NEC7
Q9WVB3;Q9H808
Q9WTZ2;Q14703
Q6P8J2;Q96F10
Q9CWZ3;Q9Y5S9
Q91V01;Q6P1A2
Q9DAJ5;Q8TF09
A2AJQ3;Q7Z388
Q8BIZ6;Q8TAD8
P70331;Q99750
Q9D1Y9;A6NKW6
O70355;Q9UIR0
Q9D198;O95926
O35704;O15269
Q8C3F7;Q0D2K2
O88809;O43602
Q8BG79;Q2TBE0
Q8BVP6;Q6UWN0
P24622;P02489
Q8C4W3;Q496H8
Q9WVK5;Q9UBX8
P70279;O75683
Q6X893;Q8WWI5
Q91V98;Q9HCU0
Q60787;Q13094
Q8BT18;Q86TY3
P30355;P20292
Q921F2;Q13148
Q7TNF0;Q14183
Q91V80;Q13790
P04919;P02730
Q80YD1;Q8IYB8
Q9D3G9;Q15669
P26450;P27986
P70387;Q30201
P35979;P30050
P10630;Q14240
Q9CPV2;Q96DE5
Q6NXM3;Q8N3G9
Q61206;P68402
Q9JKA5;Q99795
Q9JKP5;Q9NR56
Q9Z1T5;O75398
Q04519;P17405
Q7TNJ0;Q9H295
Q80UK0;Q86VW0
P62951;P62952
O89112;O43813
A2BDX4;Q9UIX4
Q9R216;O00144
Q61704;Q06033
Q09143;P30825
Q571J5;Q86Y25
Q80VP9;Q6ICH7
Q5U4D8;Q9Y289
Q8K3R3;Q9BRC7
Q9DC61;Q10713
Q9CRA9;Q9NVK5
Q8BV79;O15050
A6H5Z3;Q9Y2D4
Q9ESN6;Q9C040
Q3UKC1;Q86VP1
Q80UW0;Q96MM7
Q9D2A5;Q8TEY5
Q99JP4;Q8NHZ8
Q3U2E2;Q9UJ78
P32442;P50221
P60824;Q14011
Q3UJU9;Q96TC7
Q8BI69;Q8NCA9
Q9DAN1;Q8N807
Q8K215;Q9HD34
Q60631;P62993
Q9DC11;Q6UX71
Q9CWH6;Q8TAA3
Q8QZR4;Q86UD1
O88456;P04632
Q571I9;Q8IZ83
O35615;Q8IX07
Q8VE01;Q8NEJ0
Q8K0P3;Q6P9B6
Q8CBW7;Q5VXU3
Q8BR27;Q7L5A3
Q8VE49;Q1HG43
Q6PD21;Q15464
Q8BGU5;Q8ND76
Q8VDF2;Q96T88
Q497H0;Q9H8U3
Q8C503;Q9Y3P8
Q8BGB8;Q9Y3A0
Q6A044;O60320
Q8VCA8;Q96FV2
Q9CR22;Q69YG0
Q9WTX5;P63208
P62702;P62701
Q6IFX3;Q6A162
Q9CXJ1;Q5JPH6
Q99KQ4;P43490
Q8C261;Q71RS6
Q7TN33;Q96J87
Q99ML1;Q9BXH1
P97814;O43586
Q9ESF1;Q9HC10
O54962;O75531
Q3UMU9;Q7Z4V5
P61148;P05230
Q9JKN1;Q8NEW0
Q9DCW4;P38117
Q9JJU8;O75368
P43241;Q99626
Q9JL04;Q9NZ56
Q8K2R5;Q96K58
Q04863;Q01201
Q91YP3;Q9Y315
Q9D6J3;Q9BW85
Q8BGR2;Q7L1W4
P97297;P35318
Q8BH88;Q8WUY9
P37238;P37231
Q8CDD9;Q5T3J3
Q5HZG4;Q5VWG9
Q9DBP5;P30085
Q8BUX5;Q9H310
Q9JI78;Q96IV0
Q5SWW4;Q9UHV7
Q8BJ37;Q9NUW8
Q07916;Q14863
Q8R107;Q9Y255
Q91W45;Q9ULR5
Q9Z262;P56747
Q2EG98;Q7Z443
Q8CEC5;Q9NYS0
P28229;P36383
Q8BHI4;Q8NAB2
Q60771;O75508
Q8K1Y2;O94806
Q8VDS4;Q96P16
Q8R001;Q15555
Q9WVK8;Q9Y6A2
Q91WG5;Q9UGJ0
Q9QY05;Q9Y581
Q9WUH1;Q12893
Q8VEB4;Q8NCC3
Q9D850;Q96MH6
P62317;P62316
P46978;P46977
Q3UZD7;Q96KD3
O08848;P10155
O35310;O14792
Q8R2U7;Q9Y546
Q6VGS5;Q9P219
P05202;P00505
Q8VDQ1;Q8N8N7
O54949;Q9UBE8
Q9D1F4;Q96B36
Q5BKR2;Q86UD5
Q8K5B8;P31275
P55104;P55103
Q8R2S1;Q9Y6S9
Q8C7X2;Q8N766
P81270;P11308
Q6ZPK7;Q9HCC9
Q8K1K4;Q92674
Q8R2Z5;Q6PCB0
Q8QZR8;Q8N1B3
Q9WTX2;O75569
Q68FL6;P56192
Q8K3I6;Q8NEV9
P14115;P46776
Q8BN78;Q86T24
Q925N1;Q6P4A7
Q8BRK8;P54646
P56183;P56182
Q923B1;Q9UK59
Q920D3;Q9H204
Q99M02;Q9P0N8
Q5TIS6;A8MTQ0
P19785;P03372
Q8VCS6;Q9NWA0
O09172;P48507
P47759;Q9Y328
Q7TQP4;Q8TDU9
Q8CDW1;Q86W67
Q60960;P52294
Q9CQ62;Q16698
P48301;Q15562
Q9DBG9;O14907
P59530;Q9NYW3
P19001;P08727
Q5DTT8;Q96PV4
Q9CQ66;Q8WW35
Q9QYY9;P08319
Q91YT2;Q96GF1
Q60936;Q8NI60
Q9D6Y9;Q04446
Q9QWK4;O43866
Q8R2U0;Q96EE3
P35413;P46089
Q8K182;P07357
P58771;P09493
Q9JKL1;Q8TCW9
Q3UVK0;Q7Z2K6
Q8R080;Q9NYZ3
Q5XFR0;A6NDY0
Q64362;Q9H8T0
Q8CD15;Q8IUF8
Q8BTC1;Q69YU5
Q9Z2I8;Q96I99
Q9Z2D3;O60443
Q0MW30;A8MQ27
Q60649;Q9H078
P41588;P41587
P70406;P55851
Q91WB2;Q8NBV4
P16014;P05060
Q6PFX8;Q8IXN7
Q3THF9;Q9H8M1
Q922M3;Q9H3F6
Q8BZT2;Q8TEC5
Q8K3P5;Q9ULM6
Q5HZJ5;P81408
Q50L41;Q68DD2
Q61985;Q14494
Q9CRC6;Q96B45
Q922W5;P32322
Q9WUU8;Q15025
P61264;P61266
Q91ZV8;Q96PE1
A2A9A2;Q96SC8
Q9JHJ8;O75144
Q8K097;Q9BWQ8
Q9R0C8;Q9UKW4
Q924M7;P34949
P09056;P15018
Q8CI75;Q8IYB7
Q8R2Q8;Q10589
A2VDH3;Q5VT99
Q9WUA3;Q01813
Q9CQ06;Q96A35
P0CC03;Q6IMI4
Q78T54;Q3ZAQ7
Q64669;P15559
P53995;Q9H1A4
O88335;P48048
Q91Z53;Q9UBQ7
Q8QZY1;Q9Y262
Q62188;Q14195
Q9D2V5;Q9Y312
P10755;Q9HCL3
Q8K0C9;O60547
P50586;P50607
Q60864;P31948
Q5XG69;Q9Y6X4
Q9Z2B5;Q9NZJ5
Q6Q783;Q86Y97
Q32M02;O14926
P69744;Q9NQA5
Q91WA6;Q9H0F6
Q6P539;Q8WU58
Q5DU37;Q68DK2
Q99KJ8;Q13561
Q5S006;Q5S007
A2ARZ3;Q5CZC0
Q60848;Q9NRZ9
P34984;O95047
Q8C7W7;Q9H816
Q9WVS8;Q13164
Q9CY94;Q9BRX5
P70175;Q92796
B1AXH1;Q5HYW2
P63248;P61925
Q9Z239;O00168
Q3V0J1;Q96Q45
A2APB8;Q9ULW0
Q7TMA4;Q5NUL3
P62700;P62699
P52480;P14618
Q8BHC0;Q9Y5Y7
P48428;O75347
Q9D1G0;Q92874
Q8CDR2;Q9H0K4
Q9CYN9;O75787
P29752;P00709
Q68FD7;Q8TF40
Q8BHY3;Q5XXA6
Q9D7P9;Q96P63
P34983;Q15617
Q24JP4;Q569G3
Q99P25;Q2TAA8
O08586;P60484
O35047;Q9P2W1
Q7TN12;Q3KP66
Q9WVQ5;Q96GX9
Q91W89;Q9NTJ4
Q9CXR1;Q9Y394
Q60737;P68400
O70469;O60496
P35822;Q15262
Q91V12;O00154
Q9DA44;Q96A04
O55106;O43815
Q3UX83;Q4AC99
O35083;Q99943
Q71KU9;Q08830
Q80WR5;Q8IYL3
Q8BK64;O95433
P56404;O94778
Q3ULF4;Q9UQ90
Q3U7R1;Q9BSJ8
O70480;O75379
O08686;Q9UMQ3
P11152;P06858
Q6P5U8;Q8NFR7
P70660;Q92886
Q80U63;O95140
Q30KM9;P59861
P36993;O75688
Q61165;P19634
A2A7Q9;Q6ZMZ0
O35309;Q13287
Q8BHP7;Q68BL7
Q3UJP5;Q96NL8
Q8R0P8;Q96I13
Q501J7;Q8IZ21
Q91VJ4;Q15208
Q8R1H8;Q8N1L9
Q7TSI3;Q9UPN7
Q9DAI9;Q5VZ52
Q9D6Z0;Q9BT30
Q3U1D0;Q8NG48
Q9Z0F7;O76070
Q8CI15;Q9NYA1
Q9CQ18;Q8TDP1
Q91V14;Q9H2X9
O08575;O00167
Q9EQF5;Q14117
Q80X86;Q5T9G4
Q99LD8;O95865
Q8VCN5;P32929
O70622;O75298
Q7TQH7;Q7Z4F1
Q8K087;P46091
Q5SX19;Q9Y2B2
Q8BHD7;O95758
Q6NZR2;Q6P1R3
Q9D975;Q9BYN0
O88741;Q8TB36
Q8CGC4;Q9BX40
P50096;P20839
Q6P5E6;Q9UJY4
Q3UZB0;Q6P1M9
Q80U78;Q14671
Q8BXT1;P57771
Q9Z2Q5;Q9NQ50
Q9R1K9;P41208
Q4VGL6;Q5TC82
Q9JHS4;O76031
Q8BJY1;Q16401
Q711T7;Q6IA69
Q99MU3;P55265
Q04683;P32302
A4Q9E8;Q8N841
Q99N94;Q9BYD2
P11985;Q8IZS6
Q811M1;Q53QZ3
P59511;P59510
Q7TNS8;A6NHQ4
Q3UG20;Q8IZD2
A2RTL5;Q7L4I2
Q9D2Z4;Q96LD8
Q0VGM9;O95407
Q9ER69;Q15007
Q8BH70;Q9UKA2
Q0VB26;Q8N6G2
P98197;P98196
Q9QZH3;Q9UNP9
Q8K1S1;Q8N135
Q5F285;Q8N2U0
Q9D099;Q9NUN7
P16546;Q13813
Q8BZR0;Q96P67
Q8BGV4;Q6NXR4
Q61527;Q15303
Q9CX98;Q7Z449
Q9Z0E3;O43918
Q99KR7;P30405
O89001;O75976
Q8BMT9;Q5VTY9
Q9CTN5;Q8N1H7
Q9JI99;Q9BX95
Q9QUM4;Q13291
Q8BKS9;Q15397
Q62356;Q12841
Q2KHI9;Q9NXL9
Q9D6K8;Q9BWH2
Q8BGZ8;Q8TCW7
Q0KL02;O75962
Q5SQP1;Q8N7B1
Q7TQI7;Q8N961
Q99PF4;Q9H251
Q9CQJ8;Q9Y6M9
Q8VH37;Q9BY41
O88522;Q9Y6K9
Q3UJB3;A6NHZ5
Q61606;P47871
P48320;Q05329
Q8BGV9;Q86TL0
B1AWI6;Q1L6U9
Q9D1E6;Q99426
Q8BGR8;Q9P0R6
Q9QY93;Q9H773
Q9DAQ4;A6NN90
Q9JLM8;O15075
P27792;P12980
Q9D7N2;Q6PEX3
O35710;Q9UK39
P97872;P49326
Q9D0L6;Q13145
Q8R087;Q9UBV7
Q8CCP0;O60524
P62908;P23396
P62746;P62745
Q924C6;Q96JB6
Q80V70;O75095
Q9DD16;Q9BRQ3
P20109;P35225
P23578;P10323
Q9DAF3;Q8WTU0
Q99PJ1;Q96QU1
Q61263;P35610
Q9R0L1;Q9ULV5
Q8VEL9;Q8IYK8
Q99KG5;Q86X29
O35638;Q8N3U4
Q6P3B2;Q8TB05
Q9QXY7;P51811
P97351;P61247
Q8BLY7;Q86YV9
Q76HP3;Q14C87
Q9CR84;P05496
Q64514;P29144
P15375;P23409
P51174;P28330
Q9CWR8;Q9UJW3
Q8CCM6;Q9BVV7
Q61039;P61296
Q80VR3;O75897
Q99JW2;Q03154
Q9CQV1;Q9Y3D7
A6PWD2;B1AJZ9
Q60899;Q12926
Q80TF4;Q9P2N7
Q8C7B8;Q9H7M6
P98192;O15228
Q6NS59;Q9P2D6
Q8R1B8;Q92753
P62264;P62263
Q7TQB8;P59535
Q80X19;Q05707
Q9CY18;Q9UNH6
P53368;P36639
Q9WV35;Q9Y235
P47936;P34972
Q62231;Q15475
A6H6A9;Q5R372
P14142;P14672
Q8VDL9;Q9BZE0
Q8K0C4;Q16850
Q8R4U0;Q8WWQ8
Q8BND3;Q9P2L0
Q8BG48;O94768
Q03146;Q08345
P55302;P30533
P62080;P62079
Q9CRG1;Q9NS93
P62331;P62330
Q60943;Q96F46
Q8BUG2;Q96KN2
Q9CZL2;Q8N8J7
Q8R4I7;Q8TDF5
Q9JLN5;Q96PL5
Q9JLQ2;Q14161
Q3U288;Q8N1W2
Q9ES18;Q9P0K8
P62281;P62280
Q8BJW6;Q9BY44
Q9WVE8;Q9UNF0
Q6PAJ3;Q75VX8
Q3UQ84;Q9BW92
Q9JME7;Q9UL33
Q9R099;Q9Y4P3
Q8R5G7;Q8WWN8
Q8BLF2;Q8IVW4
Q8K0T0;Q16799
Q71KT5;O76062
Q62440;Q04724
Q9ESG8;Q969W1
Q3UVX5;P41594
Q8K4T1;P61647
Q8BW41;Q8NAT1
P55288;P55287
Q61575;O15353
Q8R2R3;Q6PD74
Q3UWA6;P25092
Q8C1Z8;Q8TBZ6
Q8K201;Q8NC54
Q9QZM0;Q9UHD9
Q6P5G3;Q05BQ5
Q8C650;Q9P0V9
Q7TQ07;Q7Z5Q5
Q3U1Y4;O75064
O35655;O14829
O88338;O75309
P49586;P49585
Q8VD00;Q5BJF2
P10078;Q8NHY6
Q9JHW2;Q9NQR4
Q6PAL1;Q8NBI3
O35491;P49760
Q9Z2N8;O96019
Q71M36;O95196
Q6IR41;Q9BXI9
Q9D6J1;Q9HA82
P23780;P16278
Q924W7;P78524
Q9Z1Z2;Q9Y3F4
O70566;O60879
Q9JKB3;P16989
Q80WT5;Q6ULP2
Q9CQV5;Q96EL2
Q6NWV3;Q9HBG6
Q8CJ67;Q9NUL3
Q921M4;Q08379
Q4VA55;Q5H9M0
Q6DFX2;P58335
Q8BLR2;Q96A23
Q810I2;Q86XT4
P60191;Q9H426
Q8K1T0;P57727
Q8QZV2;Q6UWI4
Q8BW72;O75164
Q69ZL1;Q6ZV73
Q8BTY8;Q8WU76
Q80WQ6;Q6PJF5
Q9CWR1;Q6P4I2
Q925F2;Q96AP7
P21550;P13929
Q8BVU5;Q9BW91
Q80YX1;P24821
Q61211;P41214
Q9DCT5;Q99470
Q8VCK6;O15552
Q80YC5;P00748
O88513;O75496
P70196;Q9Y4K3
Q765H6;Q3V5L5
P16092;P11362
O54983;Q14894
Q9QZ88;Q9UBQ0
Q5XPT3;Q8N3Y3
Q91XI1;Q96G46
Q6PHZ5;Q8NDT2
Q8BP74;Q8IV42
Q8BHC9;Q495W5
Q6ZWM4;O95777
Q61493;O60673
P62806;P62805
P46938;P46937
Q9JIW5;O15198
Q9CQS2;Q9NPE3
O55242;Q99720
Q9D8W7;Q56VL3
Q01149;P08123
Q6PAR0;Q6PID8
Q9JLQ0;Q9Y5K6
Q9D818;Q86UD0
Q64685;P15907
Q920G8;Q9NYZ2
P00493;P00492
Q8BHL7;Q9NRR8
Q64327;Q16626
Q9CZN8;Q9H0R6
O35174;Q9ULS6
Q14B98;Q6ICB4
Q8R0A7;O60268
Q9R0N8;Q5T7P8
Q9CWS1;Q8IUD6
P28028;P15056
Q9Z0F4;Q99828
O89090;P08047
Q7TSH9;Q99676
O35206;P39059
Q99L88;Q13884
Q9Z2Z6;O43772
Q9DCQ3;Q6ZVE7
Q3U182;Q53ET0
Q99PU7;Q92560
Q505H4;B2RUY7
Q8BX70;Q709C8
Q80ZW0;Q8TDR2
Q9ERS5;Q9HB19
Q9JHX2;Q6BEB4
Q8K045;Q6P5Z2
Q8CIR4;Q9BX84
Q921I6;Q9P0V3
O08715;Q92667
Q9Z1Q5;O00299
Q9CQC3;Q5VTT2
O89100;O75791
Q8BUY8;Q96D09
P56484;P51685
Q9R0W9;Q15825
Q7M6Z4;Q86VH2
Q9Z2E5;Q8N100
O70591;Q9UHV9
Q91WK2;O15372
Q3TIV5;Q8WU90
Q9CPN8;O00425
Q921L8;Q8NCW6
Q8R4U7;Q86V48
Q8K482;Q9BXX0
P58871;Q9C0C2
Q8BHG3;Q3MIR4
P98156;P98155
Q8C079;Q5VSL9
Q80Y61;Q6UXY1
O08707;O00590
Q922Q5;Q9H1N7
P31361;P20264
Q80TT2;O94812
Q62165;Q14118
O54818;Q16890
Q922Z1;Q96B96
Q9ESN9;Q9UPT6
Q9WUH7;Q9NTN9
Q9EPQ7;Q9NSY2
Q9JHW9;P47895
O35607;Q13873
Q07763;Q9BZW8
Q8C6B9;Q86WX3
Q5M9N4;Q14442
O70252;P30519
Q8C525;Q8IYB1
Q61727;Q13651
Q91WJ8;Q96AE4
Q9CPQ3;Q9NS69
Q2TPA8;Q6YN16
Q3TZ87;Q86YJ5
P18406;O00622
Q924X2;Q92523
Q60644;P55055
Q8CIG8;O14744
Q8BXK4;Q1RMZ1
Q61151;Q16537
O55142;P18077
Q61112;Q9BRK5
Q8BMS2;Q9BUD6
P70428;Q93063
Q8BWQ4;Q8IYT2
Q9D3U0;Q3MIT2
Q6ZQH8;Q5SRE5
O70551;Q96SB4
Q5XJY4;Q9H300
Q9CR33;Q9H8J5
O88851;O75884
Q61624;Q9UQR1
O88343;Q9Y6R1
Q3UE37;Q9H832
Q91ZU9;O60391
Q9Z123;O95754
Q6PAM0;O43741
Q9CR96;Q9BTX3
Q9EQQ9;O60502
P63082;P27449
P02816;P12273
Q61781;P02533
Q9CWW6;Q9Y237
Q8R3I9;Q7Z7M8
Q68FE9;Q9NRE2
Q9JLG4;Q9NZM6
Q8K4N3;Q8NG35
Q8CFS6;Q8TDN2
P28571;P48067
Q9D7J9;Q96DC8
P70658;P61073
Q8BLR5;Q8NDX1
A2AQ14;O43482
Q0P5X5;A8MT70
P47746;P21554
Q9JI59;P57087
Q3TXU5;P49366
Q9Z1F9;Q9UBT2
Q5GFD5;Q96QI5
P48024;P41567
Q9D504;Q92527
P43267;O60248
Q8BMC3;P98077
Q6ZQ89;O60337
P97401;Q92765
Q3UFB7;P04629
Q9Z351;O43526
Q8CFL8;Q96MP5
P97801;Q16637
Q91YU8;Q9NQ55
Q8R316;O60381
Q9R1W3;Q9Y3E7
Q8K1N1;Q9NP80
